авторитет	0.01407779433388423
амбиция	0.2583084639105579
апостол	0.12062521568510642
благодарность	0.11754750350724741
блин	0.05844277498258227
блондин	0.15000202224620912
брат	0.21929374219926723
бригада	0.47943409195082626
веер	0.1857496929601516
век	0.12028944263393992
вызов	0.18986030864108516
головка	0.30838902641719756
грех	0.013176704142335238
дух	0.14442148412275418
дядька	0.44167453113413413
дядя	0.05489178091057767
железо	0.1510042652078401
жесть	0.02536443067783739
живот	0.019714708495054356
заблуждение	0.024714721458512834
издательство	0.23515869334263384
итальянец	0.16847558067401136
кабан	0.05962320111287034
карман	0.0003496826536769637
крушение	0.30964059101852554
крыша	0.050707799951586974
кулиса	0.11884459812154641
лечение	0.0029348703779786267
линейка	0.14948019959497838
лишение	0.14071118087127993
локоть	0.06264672430385276
любовник	0.39634035759008884
любовь	0.09571079758107037
маньяк	0.16767335645154302
монстр	0.09405028567118973
наволочка	0.39048640790619765
название	0.07385556903682994
наложение	0.1704610448550717
облако	0.3714994714040811
обоснование	0.4540958877190073
огонь	0.04303991361549553
памятник	0.09666632201867265
пафос	0.058442546528088835
писк	0.08824584893174064
план	0.49895949933897005
поколение	0.4399482320188532
половинка	0.39145571043659466
полоса	0.09998233833038006
полость	0.12998005138618757
полукруг	0.4745782510382047
понедельник	0.05979042276333135
поставщик	0.37703185503312203
поэзия	0.19136920983765582
правда	0.3361101718621794
предательство	0.17779768256934902
прецедент	0.1285318165520582
проникновение	0.32924203665569174
прорыв	0.34784998775978027
путь	0.01366018152892512
размышление	0.3958245505877073
ранец	0.060091175546277686
расчет	0.3383153478758139
риторика	0.1921366588562462
роспись	0.3202952744132672
сверстник	0.21676428816863919
связка	0.014084307984067734
собрат	0.00406102294901034
совершенство	0.09441740620132799
советчик	0.32781621465345234
союзник	0.0604514011046281
список	0.4379936386257949
ссылка	0.09500824984140427
стена	0.1183341176945798
стипендия	0.19896931849756477
стол	0.16322858780724375
тачка	0.20891625914357093
тупик	0.3362379183888044
увольнение	0.30596173929320036
углеводород	0.07166330740243393
удобство	0.018732948570139074
уклад	0.11132830369753738
университет	0.10019177835622767
установление	0.233686716745244
фаворит	0.27335117296188627
формат	0.33659709756924366
формула	0.136544197310009
хозяйка	0.34919464358267416
хор	0.2559349868625619
хрен	0.39357705535648574
цензура	0.0010527914439647512
центр	0.04290125452291638
цифра	0.3945771877692893
частица	0.15501730944246916
чек	0.24677131241260863
штаб	0.38741880741497614
эшелон	0.4947882254825998
юбилей	0.011917522157005478
ядро	0.20051016736473531
ясли	0.4716131756859553
