address	2.6
architecture	0.8
assay	1
atom	0.8
baseball	0
bell	0.4
brick	0.8
card	2.4
ceiling	0.6
cent	0.4
chemistry	0.2
coach	0.2
compact	1.2
contact	1.4
context	0.6
cost	0.4
credit	1.8
crisis	0.8
curious	0.4
curtain	0.4
dare	0.4
dealer	1.6
deliver	1
delivery	1.4
dining	0.4
disease	0.6
disk	2.6
disorder	0.2
domain	2.8
doubt	0
drug	0.8
energy	1.4
environmental	1.8
excuse	0.4
extracellular	1
family	1.2
federal	0.6
gain	0.6
gallery	1
honour	0.4
immune	1
incidence	0.4
infection	0.6
jet	1.4
justice	0.2
leaf	1
lift	0.4
lip	0.2
maid	1
martial	1
maybe	0.4
mediaeval	0.2
mirror	1.6
mobility	2
mood	0.6
negligence	0.2
net	3
neutron	0.2
node	2
novel	1
nurse	0.4
optical	2.2
orange	0
organism	0.4
orientation	1.6
palace	0.2
parent	0.6
participate	0.4
prestige	1
prize	0.4
program	2.8
rabbit	0.2
refuse	0.8
replacement	0.6
romance	0.4
scene	1
signal	1.8
sleep	0
smoking	0.8
sphere	0.4
spine	0
strategy	0.8
street	0
structure	1.2
substance	1.3
sulphate	0
tenure	0.4
transaction	1.2
trap	0.8
upwards	0.4
user	2.6
vaccine	0.2
vector	1.6
virtual	2.8
virus	2
west	1.2
wine	0.4
woman	0.8
