авторитет	0.002833194728057431
амбиция	0.05512704077749109
апостол	0.011687901558898983
благодарность	0.0013921522104897166
блин	0.0031394867922069913
блондин	0.0005217433155361162
брат	0.002213589803598426
бригада	0.004506638396780893
веер	0.0017713467887836565
век	0.0030908704972331114
вызов	0.0028441583894094347
головка	0.0007361602418871627
грех	8.332737248817335e-05
дух	0.001116199016841679
дядька	0.010259901746166422
дядя	0.0024340974508560986
железо	0.0023183584936466994
жесть	0.0014428236816345086
живот	0.0042707006838610395
заблуждение	0.0045838643017006575
издательство	0.003957109623640931
итальянец	0.00025164122321075233
кабан	0.0037381161125665807
карман	0.0007322931406958944
крушение	0.0018464018851481745
крыша	0.0009617015450908983
кулиса	0.021054989627439347
лечение	8.939365440996383e-05
линейка	0.0012054893920903087
лишение	0.0005753962222945219
локоть	0.0028326316054645417
любовник	0.0024968637524747095
любовь	0.0007093472277253099
маньяк	0.01207838540045203
монстр	0.007608090235495357
наволочка	0.010862343923841555
название	0.0012623291049278507
наложение	0.002493980048448252
облако	0.00018133312008417057
обоснование	0.0021391630415839025
огонь	0.00038580251559439116
памятник	0.0004425697984680177
пафос	0.0015312345417290985
писк	0.0018848359876774134
план	0.000698932999140145
поколение	0.0008621117868377048
половинка	0.004154857686073377
полоса	0.002630284138216643
полость	0.004236777066636277
полукруг	0.0007588015364389245
понедельник	0.010216787166985708
поставщик	0.0019051923566739681
поэзия	0.0007362101635711715
правда	0.03480058203119085
предательство	0.00040038169887768316
прецедент	0.005825213719805489
проникновение	0.0012057624966812508
прорыв	0.007955846017953627
путь	0.0014261143129372655
размышление	0.009304633437916987
ранец	0.020460450071744796
расчет	0.0027046950685273297
риторика	0.003535966656812106
роспись	0.006744409096318571
сверстник	0.0025745740885646518
связка	0.004089487285312443
собрат	0.01729851269875493
совершенство	0.0024242806056666844
советчик	0.0018630334436744445
союзник	0.004444069483499624
список	0.001620748099539493
ссылка	0.0010653026881635164
стена	0.0017891338332320927
стипендия	0.017873489195719294
стол	0.000357972301672449
тачка	0.006052886766420462
тупик	0.027388246810009065
увольнение	0.0013511933172597468
углеводород	0.03697537092640979
удобство	0.006312256168066965
уклад	0.001014713073662854
университет	0.0008145186867569709
установление	0.008174508829922877
фаворит	0.004563908506781678
формат	0.0035427078826023584
формула	0.003439719122551921
хозяйка	0.0005929288979211744
хор	0.0015462776541347312
хрен	0.06602181322643819
цензура	0.00036741993358502256
центр	0.0028411614901897586
цифра	0.0016307259435620614
частица	0.024534294717564853
чек	0.016767775634726312
штаб	0.0019477673355625669
эшелон	0.010774884928357875
юбилей	0.0037725211454123775
ядро	0.006577596955185783
ясли	0.0030810961804618175
